-4062.3773161971476	-3821.620668381962	-3560.2865156690823	-3275.9387937528045	-2966.020964398411	-2627.963215783285	-2259.3441183877803	-1858.1170049474313	-1422.9133994056792	-953.4596065591031	-451.2873918715304	-931.5634711374987	-2234.259430153219	-3488.2165912787023	-4576.298683238143	-5484.853465554665	-6228.730145767342	-6830.485653918644	-7313.318708782845	-7698.503284344599
-4323.538559532317	-4067.6519917060577	-3787.474665396391	-3480.7038827350043	-3145.346873908271	-2780.027543965971	-2384.4017311268544	-1959.7345278190405	-1509.8468770391992	-1043.5268079415691	-726.1099404090346	-1548.6996285843124	-2719.913783902266	-3852.8003836702774	-4844.176027393005	-5677.526703444062	-6364.107992232573	-6923.20828692786	-7375.082367189956	-7738.394984832332
-4130.126015383386	-3876.753608481593	-3600.5274462785637	-3299.7663277907486	-2973.2172567703456	-2620.2745706581118	-2241.217585021637	-1837.4709809328924	-1411.9544645349451	-969.8723451535043	-523.5955006224758	-591.4238791980606	-1147.761566389985	-1902.912522000268	-2687.754946634872	-3409.2332593081373	-4165.995185921995	-4860.359050819687	-5482.349747364766	-6040.766167979273
-3932.3526762025103	-3696.5459716315963	-3441.7717722039743	-3167.0736913957735	-2871.876585102924	-2556.1021430768233	-2220.2793638781804	-1865.6505229192771	-1494.2933003833314	-1109.3448816456366	-715.8045164146242	-414.63464727608516	-495.43755755157326	-785.4682045044246	-1240.7496342291197	-1794.1875283955014	-2409.840004480604	-2977.5771240776303	-3490.6480594263776	-3838.901758131229
-3829.200643070886	-3618.372737396945	-3392.7557020110544	-3151.8323081186536	-2895.351171352071	-2623.3935554876807	-2336.4374111433426	-2035.419936635284	-1721.8160749872404	-1397.799557802282	-1066.80919857783	-738.5386751385959	-576.0265184691016	-624.2668728066274	-766.3530674740687	-985.7478409423638	-1257.6374629446582	-1623.251092606617	-2031.2525907288582	-2405.4021776959853
-3790.9020490066177	-3605.7555141789635	-3409.257780971777	-3201.048848614504	-2980.9453949616	-2748.9953873926424	-2505.5287320148927	-2251.2048727983783	-1987.0742010043323	-1714.7141415960796	-1436.6935607319901	-1158.9611640469811	-911.1530818721803	-809.9835558769701	-822.3666576325195	-893.7429252634029	-1016.7255636425543	-1191.4514473392046	-1368.48259043711	-1564.816253798679
-3784.933948208258	-3623.4619845910347	-3453.2056832107337	-3273.823705370931	-3085.1061090051953	-2887.0250088227767	-2679.7789825742802	-2463.8320195610722	-2239.9601546910417	-2009.3498461019044	-1773.8958473654347	-1537.2670806314418	-1308.4860015044978	-1117.4016606381483	-1039.0269065414905	-1027.1499168758455	-1070.5773119639634	-1101.7564893495874	-1197.0509220377571	-1341.746491141952
-3793.491707237612	-3652.8390601314895	-3505.2421201609104	-3350.340180923231	-3187.880285797277	-3017.762433372569	-2840.0791921002383	-2655.1496583840926	-2463.5555220524257	-2266.205942406159	-2064.507737657201	-1860.845713075978	-1659.7315170295624	-1469.838417809864	-1317.1485376589699	-1234.3965280506236	-1213.7033784783853	-1226.2603241401957	-1270.9502529449965	-1269.2202865360887
-3807.7519704755105	-3684.9232833166607	-3556.4705961044237	-3422.0199088042427	-3281.285432902616	-3134.108300980908	-2980.493012523817	-2820.6401828073285	-2654.9784022829845	-2484.2093413823313	-2309.4045640535915	-2132.231899687482	-1955.359129235003	-1782.9961217064265	-1625.2681070708786	-1495.9459966681025	-1396.9776575510332	-1374.5313530255225	-1369.4256603576796	-1377.5598581460363
-3823.4039920963114	-3715.6055857854662	-3603.1625621673884	-3485.7047953674046	-3362.929115055231	-3234.6318030846014	-3100.74307658225	-2961.3608737237228	-2816.7828744474973	-2667.542616669627	-2514.4683770280244	-2358.7958378577896	-2202.3229607871763	-2047.4455791117798	-1897.5150507660583	-1763.3387337502936	-1652.021132474125	-1554.1637470413843	-1506.1344028786116	-1497.3588800750294
-3838.4201475032023	-3743.2064156604756	-3644.109547308646	-3540.778496912506	-3432.9067357436143	-3320.259103892997	-3202.7045878562494	-3080.2515319474915	-2953.0815361833957	-2821.582402401298	-2686.3880854735617	-2548.438426663619	-2409.0451482087083	-2269.843580951696	-2132.6274602633057	-1999.7858820872352	-1882.5316501952038	-1784.6214532901358	-1696.4535594355839	-1618.815317614135
-3851.9390345010906	-3767.243070365512	-3679.282106147817	-3587.73430004486	-3492.3008700929495	-3392.7277857389563	-3288.8363471503544	-3180.5590490184986	-3067.975361479883	-2951.3441429231025	-2831.134328332584	-2708.0586958264757	-2583.103987889539	-2457.495555637739	-2332.5078901700326	-2209.4116155648226	-2089.781642930786	-1984.7791597449832	-1896.7919959054125	-1817.1548416437436
-3863.6866203255486	-3787.7942268518964	-3709.1541392327345	-3627.479085529165	-3542.4861622601456	-3453.913763743636	-3361.5492497967934	-3265.264139103223	-3165.0509415963897	-3061.056054112065	-2953.6063032730162	-2843.2295664337435	-2730.6671537919465	-2616.8559819150105	-2502.8178010506235	-2389.488154623279	-2277.797297949248	-2168.5627920715488	-2072.5358442438155	-1991.9002785078337
-3873.6735323882313	-3805.1763890926377	-3734.3722128022055	-3661.0100508576434	-3584.828254000575	-3505.5671639227658	-3422.9932417503005	-3336.932241523333	-3247.3058510393603	-3154.1651864451997	-3057.716049510316	-2958.3333692815213	-2856.563755596755	-2753.113641714852	-2648.802310844112	-2544.4428953237802	-2440.754268622826	-2338.4280969148094	-2238.0011124280572	-2148.150593647282
-3882.0378874558955	-3819.7834924306953	-3755.600694740773	-3689.2740770396485	-3620.5662228223227	-3549.22679141305	-3475.01283769407	-3397.7188436009747	-3317.2118266173347	-3233.46491209371	-3146.58278852269	-3056.8141927701654	-2964.5496811199846	-2870.30889198606	-2774.722580346279	-2678.4860879178887	-2582.2649881528923	-2486.658573069959	-2392.221430704085	-2299.651875201147
-3888.9650771165616	-3832.010788320913	-3773.4545356369927	-3713.1140289109608	-3650.777072314493	-3586.207787054431	-3519.163199392933	-3449.419429880654	-3376.8040636826336	-3301.2288781445386	-3222.7159101721045	-3141.4104980453994	-3057.578072628836	-2971.5895624608384	-2883.9100488253316	-2795.093154348957	-2705.742365236685	-2616.43971657395	-2527.698599882482	-2440.0604905563523
-3894.6480549499975	-3842.22160576412	-3788.4748877831153	-3733.2553973174363	-3676.3756259127695	-3617.6172358538024	-3556.7442884675547	-3493.525336150211	-3427.7621690601663	-3359.320634445161	-3288.1569504921063	-3214.3324545699725	-3138.0120673296333	-3059.4496113010537	-2978.9753038354393	-2897.000396745061	-2814.023558081666	-2730.593080037608	-2647.2505172493256	-2564.4131055416365
-3899.2687767716125	-3850.735498584574	-3801.125039816863	-3750.310917913128	-3698.1287225531705	-3644.379000042216	-3588.8376922325697	-3531.274246065339	-3471.4762622150447	-3409.2774617116665	-3344.5834236928495	-3277.3881200021715	-3207.775480929573	-3135.906840857904	-3062.0068945263483	-2986.365725035852	-2909.358087849643	-2831.4520676743123	-2753.166825791268	-2675.0278271598218
-3902.990545033943	-3857.826685577922	-3811.795410773746	-3764.792423976527	-3716.6741718223784	-3667.2600984702876	-3616.3409314414603	-3563.6932080837723	-3509.099723588821	-3452.37400046947	-3393.3844999167486	-3332.0723151505517	-3268.45617602118	-3202.623527204938	-3134.7168605552724	-3064.931288708569	-2993.530526589835	-2920.8707113977	-2847.40738902046	-2773.6432646066387
-3905.955865420983	-3863.7271152280155	-3820.812012216862	-3777.124771136034	-3732.540128824621	-3686.8954999571724	-3639.997746455134	-3591.634661224365	-3541.591425164268	-3489.6712607569934	-3435.7173207846645	-3379.630598447853	-3321.3778593813913	-3260.986932167216	-3198.535235474832	-3134.1447435278387	-3067.99181028358	-3000.3279636171937	-2931.5025193631445	-2861.9711876460788
